Type Ligne;Identifiant de l'élément;Structure;Type de l'élément;Statut de l'élément;Nom base français;Nom base anglais;Nom base espagnol;Nom attribut français;Nom attribut anglais;Nom attribut espagnol;Nom frontière français;Nom frontière anglais;Nom frontière espagnol;Code de la catégorie;Tags français;Tags anglais;Tags espagnol;Unité français;Unité anglais;Unité espagnol;Contributeur;Autres Contributeurs;Programme;Url du programme;Source;Localisation géographique;Sous-localisation géographique français;Sous-localisation géographique anglais;Sous-localisation géographique espagnol;Date de création;Date de modification;Période de validité;Incertitude;Réglementations;Transparence;Qualité;Qualité TeR;Qualité GR;Qualité TiR;Qualité C;Qualité P;Qualité M;Commentaire français;Commentaire anglais;Commentaire espagnol;Type poste;Nom poste français;Nom poste anglais;Nom poste espagnol;Total poste non décomposé;CO2f;CH4f;CH4b;N2O;Code gaz supplémentaire 1;Valeur gaz supplémentaire 1;Code gaz supplémentaire 2;Valeur gaz supplémentaire 2;Code gaz supplémentaire 3;Valeur gaz supplémentaire 3;Code gaz supplémentaire 4;Valeur gaz supplémentaire 4;Code gaz supplémentaire 5;Valeur gaz supplémentaire 5;Autres GES;CO2b
Poste;27002;élément décomposé par poste;Facteur d'émission;Valide générique;Ordinateur;Computer;;portable;portable;;;;;Achats de biens > Machines et équipements > Informatique et équipements électroniques;;;;kgCO2e/unité;kgCO2e/unit;;ADEME;;;https://www.ademe.fr/modelisation-evaluation-poids-carbone-produits-consommation-biens-dequipement;"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p";France continentale;;;;21/12/2018;21/12/2018;20/12/2021;50;;5;;;;;;;;;;;Energie;Assemblage;Assembly;Montaje;1,9;;;;;;;;;;;;;;;;
Poste;27002;élément décomposé par poste;Facteur d'émission;Valide générique;Ordinateur;Computer;;portable;portable;;;;;Achats de biens > Machines et équipements > Informatique et équipements électroniques;;;;kgCO2e/unité;kgCO2e/unit;;ADEME;;;https://www.ademe.fr/modelisation-evaluation-poids-carbone-produits-consommation-biens-dequipement;"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p";France continentale;;;;21/12/2018;21/12/2018;20/12/2021;50;;5;;;;;;;;;;;Transport;Distribution;Distribution;Distribución;31,7;;;;;;;;;;;;;;;;
Elément;23354;élément non décomposé;Données source;Valide générique;Ordinateur;;;portable moyenne;;;consommation moyenne annuelle d'électricité;;;Statistiques territoriales > Résidentiel > Equipements électriques;;;;kWh / (ménage.an);kWh / (ménage.an);;ADEME;;;;;France continentale;;;;06/11/2014;06/11/2014;déc-17;30;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;;
Elément;23355;élément non décomposé;Données source;Valide générique;Ordinateur;;;portable principal;;;consommation moyenne annuelle d'électricité;;;Statistiques territoriales > Résidentiel > Equipements électriques;;;;kWh / (ménage.an);kWh / (ménage.an);;ADEME;;;;;France continentale;;;;06/11/2014;06/11/2014;déc-17;30;;;;;;;;;;;;;;;;;59;;;;;;;;;;;;;;;;
Elément;34655;élément non décomposé;Facteur d'émission;Valide générique;Ordures ménagères résiduelles;Residual household waste;;;;;Fin de vie moyenne - Emissions évitées;Average end of life - Avoided impacts;;Traitement des déchets > Ménages et assimilés > Ordures Ménagères Résiduelles;Déchet,Fin de vie moyenne,Ordures ménagères résiduelles,Omr;RHW,Waste,Average end of life,Residual Household Waste;;kgCO2e/tonne de déchets;kgCO2e/ton of waste;;GT DÃ©chets Base Carbone;;;;GT dechets;France continentale;;;;07/05/2021;07/05/2021;11/03/2024 00:00;50;;2;3;4;4;3;4;1;1;;;;;;;;-214;;;;;;;;;;;;;;;;
Elément;34654;élément non décomposé;Facteur d'émission;Valide générique;Ordures ménagères résiduelles;Residual household waste;;;;;Fin de vie moyenne - Impacts;Average end of life - Impacts;;Traitement des déchets > Ménages et assimilés > Ordures Ménagères Résiduelles;Déchet,Fin de vie moyenne,Ordures ménagères résiduelles,Omr;RHW,Waste,Average end of life,Residual Household Waste;;kgCO2e/tonne de déchets;kgCO2e/ton of waste;;GT DÃ©chets Base Carbone;;;;GT dechets;France continentale;;;;07/05/2021;07/05/2021;11/03/2024 00:00;50;;2;3;4;4;3;4;1;1;;;;;;;;386;;;;;;;;;;;;;;;;
Elément;34651;élément non décomposé;Facteur d'émission;Valide générique;Ordures ménagères résiduelles;Residual household waste;;;;;Incinération - Emissions évitées;Incineration - Avoided impacts;;Traitement des déchets > Ménages et assimilés > Ordures Ménagères Résiduelles;Incinération,Déchet,Ordures ménagères résiduelles,Omr;RHW,Waste,Incineration,Residual Household Waste;;kgCO2e/tonne de déchets;kgCO2e/ton of waste;;GT DÃ©chets Base Carbone;;;;GT dechets;France continentale;;;;07/05/2021;07/05/2021;11/03/2024 00:00;20;;2;3;4;4;3;4;2;1;;;;;;;;-212;;;;;;;;;;;;;;;;
Elément;34650;élément non décomposé;Facteur d'émission;Valide générique;Ordures ménagères résiduelles;Residual household waste;;;;;Incinération - Impacts;Incineration - Impacts;;Traitement des déchets > Ménages et assimilés > Ordures Ménagères Résiduelles;Incinération,Déchet,Ordures ménagères résiduelles,Omr;RHW,Waste,Incineration,Residual Household Waste;;kgCO2e/tonne de déchets;kgCO2e/ton of waste;;GT DÃ©chets Base Carbone;;;;GT dechets;France continentale;;;;07/05/2021;07/05/2021;11/03/2024 00:00;20;;2;3;4;4;3;4;2;1;;;;;;;;374;;;;;;;;;;;;;;;;
Elément;34653;élément non décomposé;Facteur d'émission;Valide générique;Ordures ménagères résiduelles;Residual household waste;;;;;Stockage - Emissions évitées;Landfill - Avoided impacts;;Traitement des déchets > Ménages et assimilés > Ordures Ménagères Résiduelles;Déchet,Stockage,Ordures ménagères résiduelles,Omr;RHW,Waste,Landfilling,Residual Household Waste;;kgCO2e/tonne de déchets;kgCO2e/ton of waste;;GT DÃ©chets Base Carbone;;;;GT dechets;France continentale;;;;07/05/2021;07/05/2021;11/03/2024 00:00;100;;2;3;4;4;3;4;0;1;;;;;;;;-216;;;;;;;;;;;;;;;;
Elément;34652;élément non décomposé;Facteur d'émission;Valide générique;Ordures ménagères résiduelles;Residual household waste;;;;;Stockage - Impacts;Landfill - Impacts;;Traitement des déchets > Ménages et assimilés > Ordures Ménagères Résiduelles;Déchet,Stockage,Ordures ménagères résiduelles,Omr;RHW,Waste,Landfilling,Residual Household Waste;;kgCO2e/tonne de déchets;kgCO2e/ton of waste;;GT DÃ©chets Base Carbone;;;;GT dechets;France continentale;;;;07/05/2021;07/05/2021;11/03/2024 00:00;100;;2;3;4;4;3;4;0;1;;;;;;;;412;;;;;;;;;;;;;;;;
Elément;32730;élément non décomposé;Facteur d'émission;Valide générique;Oreille de porc demi-sel;Pork ear sat-cured;;;;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, ?ufs, poissons > Charcuteries;autres spécialités charcutières,Oreille de porc demi-sel,Agribalyse,oeufs,viandes,poissons;eggs,other charcuterie specialties,Pork ear sat-cured,Agribalyse,meat,fish;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;2,33;;;;;;;;;;;;;;;;
Elément;22792;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Orge;;;;;;amont et combustion;;;Statistiques territoriales > Agriculture > Consommation de carburant;;;;kgCO2e/ha;kgCO2e/ha;;ADEME;;;;;France continentale;;;;06/11/2014;06/11/2014;déc-17;30;;;;;;;;;;;;;;;;;294;294;0;0;0;;0;;0;;0;;0;;0;0;0
Poste;22792;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Orge;;;;;;amont et combustion;;;Statistiques territoriales > Agriculture > Consommation de carburant;;;;kgCO2e/ha;kgCO2e/ha;;ADEME;;;;;France continentale;;;;06/11/2014;06/11/2014;déc-17;30;;;;;;;;;;;;;Combustion;;;;266;266;0;0;0;;;;;;;;;;;0;0
Poste;22792;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Orge;;;;;;amont et combustion;;;Statistiques territoriales > Agriculture > Consommation de carburant;;;;kgCO2e/ha;kgCO2e/ha;;ADEME;;;;;France continentale;;;;06/11/2014;06/11/2014;déc-17;30;;;;;;;;;;;;;Amont;;;;28,1;28,1;0;0;0;;;;;;;;;;;0;0
Elément;22778;élément non décomposé;Données source;Valide générique;Orge;;;;;;consommation de carburant annuelle pour la culture;;;Statistiques territoriales > Agriculture > Consommation de carburant;;;;litre / ha;litre / ha;;ADEME;;;;;France continentale;;;;06/11/2014;06/11/2014;déc-17;30;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;
Elément;22811;élément décomposé par gaz;Facteur d'émission;Valide générique;Orge;;;;;;fabrication engins;;;Statistiques territoriales > Agriculture > Fabrication d'engin / ha;;;;kgCO2e/ha;kgCO2e/ha;;ADEME;;;;;France continentale;;;;06/11/2014;06/11/2014;déc-17;50;;;;;;;;;;;;;;;;;112;112;0;0;0;;;;;;;;;;;0;0
Elément;33572;élément non décomposé;Facteur d'émission;Valide générique;Orge;Barley;;crue;raw;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pâtes, riz et céréales;Orge,crue;Barley,raw;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;Orge  crue;Raw barley;;;;;;0,887;;;;;;;;;;;;;;;;
Elément;28650;élément non décomposé;Facteur d'émission;Valide générique;Orge d'hiver;Winter barley;;biologique, système n ° 4;biological system n ° 4;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge d'hiver;Winter barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,795;;;;;;;;;;;;;;;;
Elément;28651;élément non décomposé;Facteur d'émission;Valide générique;Orge d'hiver;Winter barley;;biologique, système n ° 5;biological system n ° 5;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge d'hiver;Winter barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,236;;;;;;;;;;;;;;;;
Elément;28652;élément non décomposé;Facteur d'émission;Valide générique;Orge d'hiver;Winter barley;;biologique, système n ° 6;biological system n ° 6;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge d'hiver;Winter barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,427;;;;;;;;;;;;;;;;
Elément;28653;élément non décomposé;Facteur d'émission;Valide générique;Orge d'hiver;Winter barley;;biologique, système n ° 7;biological system n ° 7;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge d'hiver;Winter barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,414;;;;;;;;;;;;;;;;
Elément;28401;élément non décomposé;Facteur d'émission;Valide générique;Orge d'hiver;Winter barley;;prairie temporaire, sans trèfle, région du Nord-Ouest;temporary grassland, cloverless, Northwest region;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge d'hiver;Winter barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,278;;;;;;;;;;;;;;;;
Elément;34895;élément non décomposé;Facteur d'émission;Valide générique;Orge de brasserie;Malting barley;;;;;;;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Orge de brasserie,Agriculture,champ,GESTIM;Malting barley,field,GESTIM,Agriculture;;kgCO2e/Ha;kgCO2e/Ha;;Arvalis;IDELE, CTIFL, IFIP, IFV, ITAVI;GESTIM;;https://librairie.ademe.fr/changement-climatique-et-energie/82-mise-a-jour-du-referentiel-ges-tim.ht;France continentale;;;;09/09/2021;09/09/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;2245;;;;;;;;;;;;;;;;
Elément;28631;élément non décomposé;Facteur d'émission;Valide générique;Orge de printemps;Spring barley;;biologique, système n ° 1;biological system n ° 1;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge de printemps;Spring barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,834;;;;;;;;;;;;;;;;
Elément;28633;élément non décomposé;Facteur d'émission;Valide générique;Orge de printemps;Spring barley;;biologique, système n ° 1;biological system n ° 1;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge de printemps;Spring barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,632;;;;;;;;;;;;;;;;
Elément;28632;élément non décomposé;Facteur d'émission;Valide générique;Orge de printemps;Spring barley;;biologique, système n ° 2;biological system n ° 2;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge de printemps;Spring barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,244;;;;;;;;;;;;;;;;
Elément;28634;élément non décomposé;Facteur d'émission;Valide générique;Orge de printemps;Spring barley;;de l'association de cultures, biologique;combination of cultures, organic;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge de printemps;Spring barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,674;;;;;;;;;;;;;;;;
Elément;28635;élément non décomposé;Facteur d'émission;Valide générique;Orge de printemps;Spring barley;;de l'association de cultures, biologique;combination of cultures, organic;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge de printemps;Spring barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,45;;;;;;;;;;;;;;;;
Elément;28636;élément non décomposé;Facteur d'émission;Valide générique;Orge de printemps;Spring barley;;de l'association de cultures, biologique;combination of cultures, organic;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge de printemps;Spring barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,462;;;;;;;;;;;;;;;;
Elément;28396;élément non décomposé;Facteur d'émission;Valide générique;Orge de printemps;Spring barley;;prairie permanente, sans trèfle, région du Nord-Ouest;permanent grassland, no clover, North West region;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge de printemps;Spring barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,321;;;;;;;;;;;;;;;;
Elément;28397;élément non décomposé;Facteur d'émission;Valide générique;Orge de printemps;Spring barley;;prairie permanente, sans trèfle, région du Nord-Ouest;permanent grassland, no clover, North West region;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge de printemps;Spring barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,296;;;;;;;;;;;;;;;;
Elément;34894;élément non décomposé;Facteur d'émission;Valide générique;Orge fouragère;Forage barley;;;;;;;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Orge fouragère,Agriculture,champ,GESTIM;Forage barley,field,GESTIM,Agriculture;;kgCO2e/Ha;kgCO2e/Ha;;Arvalis;IDELE, CTIFL, IFIP, IFV, ITAVI;GESTIM;;https://librairie.ademe.fr/changement-climatique-et-energie/82-mise-a-jour-du-referentiel-ges-tim.ht;France continentale;;;;09/09/2021;09/09/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;2342;;;;;;;;;;;;;;;;
Elément;28374;élément non décomposé;Facteur d'émission;Valide générique;Orge fourragère;Feed barley;;"""""""hors-sol, faible chauffé, lutte ravageur """"""""traditionnelle""""""""""""""";"""""""above-ground, low heated, """"""""traditional"""""""" pest control""""""";;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Orge fourragère,Agriculture;Feed barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,277;;;;;;;;;;;;;;;;
Elément;28377;élément non décomposé;Facteur d'émission;Valide générique;Orge fourragère;Feed barley;;conventionnel, séchée, moyenne nationale;conventional, dried, national average;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Orge fourragère,Agriculture;Feed barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,295;;;;;;;;;;;;;;;;
Elément;28378;élément non décomposé;Facteur d'émission;Valide générique;Orge fourragère;Feed barley;;mix conventionnel et biologique, séchée, moyenne nationale;conventional and organic mix, dried, national average;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Orge fourragère,Agriculture;Feed barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,289;;;;;;;;;;;;;;;;
Elément;28376;élément non décomposé;Facteur d'émission;Valide générique;Orge fourragère;Feed barley;;production intégrée, mélange de variétés, Languedoc-Roussillon;integrated production, mixture of varieties, Languedoc-Roussillon;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Orge fourragère,Agriculture;Feed barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,295;;;;;;;;;;;;;;;;
Elément;28402;élément non décomposé;Facteur d'émission;Valide générique;Orge fourragère d'hiver;Winter feed barley;;prairie permanente, avec trèfle, région du Nord-Ouest;permanent meadow, with clover, North West region;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Orge fourragère d'hiver;Winter feed barley,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,266;;;;;;;;;;;;;;;;
Elément;33595;élément non décomposé;Facteur d'émission;Valide générique;Orge perlée;Pearled barley;;bouilli/cuite à l'eau, non salée;boiled/cooked in water, unsalted;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pâtes, riz et céréales;Orge perlée,Agribalyse,Pâtes,produits céréaliers,riz et céréales cuits;cooked pasta,Pearled barley,Agribalyse,cereals products,rice and cereals;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;0,813;;;;;;;;;;;;;;;;
Elément;33825;élément non décomposé;Facteur d'émission;Valide générique;Orphie commune;Garfish;;crue;raw;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, ?ufs, poissons > Poissons crus;poissons,Orphie commune,Agribalyse,oeufs,viandes;eggs,Garfish,Agribalyse,meat,fish,;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;1,94;;;;;;;;;;;;;;;;
Elément;33293;élément non décomposé;Facteur d'émission;Valide générique;Oseille;Sorrel;;crue;raw;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes;légumes crus,Oseille,Agribalyse,fruits,légumes,légumineuses et oléagineux;legumes and oilseeds,raw vegetables,Sorrel,Agribalyse,fruits,vegetables;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;0,562;;;;;;;;;;;;;;;;
Elément;32992;élément non décomposé;Facteur d'émission;Valide générique;Ossau-Iraty;Ossau-Iraty cheese;;;from ewe's milk;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages;Agribalyse,lait et produits laitiers,fromages à pâte pressée,Ossau-Iraty;Ossau-Iraty cheese,Agribalyse,milk and dairy products,pressed cheeses;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;8,18;;;;;;;;;;;;;;;;
Elément;33749;élément non décomposé;Facteur d'émission;Valide générique;Osso buco;Osso buco;;;;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés;Agribalyse,entrées et plats composés,plats de viande et légumes/légumineuses,Osso buco;Osso buco,Agribalyse,starters and mixed dishes,meat and vegetable / legume dishes;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;15,4;;;;;;;;;;;;;;;;
Elément;33708;élément non décomposé;Facteur d'émission;Valide générique;Paëlla;Paëlla;;;;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés;Agribalyse,Paëlla,entrées et plats composés,plats de poisson et féculents;fish and starch dishes,Agribalyse,Paëlla,starters and mixed dishes;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;2,72;;;;;;;;;;;;;;;;
Elément;28373;élément non décomposé;Facteur d'émission;Valide générique;Paille d'orge;Barley straw;;"""""""hors-sol, chauffé et éclairée, lutte ravageur """"""""intégrée""""""""""""""";"""""""above ground, heated and lighted, """"""""integrated"""""""" pest control""""""";;;;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Agribalyse,céréales,Agriculture,Paille d'orge;Barley straw,Agribalyse,cereals,Agricultural;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,0699;;;;;;;;;;;;;;;;
