Type Ligne;Identifiant de l'élément;Structure;Type de l'élément;Statut de l'élément;Nom base français;Nom base anglais;Nom base espagnol;Nom attribut français;Nom attribut anglais;Nom attribut espagnol;Nom frontière français;Nom frontière anglais;Nom frontière espagnol;Code de la catégorie;Tags français;Tags anglais;Tags espagnol;Unité français;Unité anglais;Unité espagnol;Contributeur;Autres Contributeurs;Programme;Url du programme;Source;Localisation géographique;Sous-localisation géographique français;Sous-localisation géographique anglais;Sous-localisation géographique espagnol;Date de création;Date de modification;Période de validité;Incertitude;Réglementations;Transparence;Qualité;Qualité TeR;Qualité GR;Qualité TiR;Qualité C;Qualité P;Qualité M;Commentaire français;Commentaire anglais;Commentaire espagnol;Type poste;Nom poste français;Nom poste anglais;Nom poste espagnol;Total poste non décomposé;CO2f;CH4f;CH4b;N2O;Code gaz supplémentaire 1;Valeur gaz supplémentaire 1;Code gaz supplémentaire 2;Valeur gaz supplémentaire 2;Code gaz supplémentaire 3;Valeur gaz supplémentaire 3;Code gaz supplémentaire 4;Valeur gaz supplémentaire 4;Code gaz supplémentaire 5;Valeur gaz supplémentaire 5;Autres GES;CO2b
Elément;22786;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Betterave;;;industrielle;;;amont et combustion;;;Statistiques territoriales > Agriculture > Consommation de carburant;;;;kgCO2e/ha;kgCO2e/ha;;ADEME;;;;;France continentale;;;;06/11/2014;06/11/2014;déc-17;30;;;;;;;;;;;;;;;;;441;441;0;0;0;;0;;0;;0;;0;;0;0;0
Poste;22786;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Betterave;;;industrielle;;;amont et combustion;;;Statistiques territoriales > Agriculture > Consommation de carburant;;;;kgCO2e/ha;kgCO2e/ha;;ADEME;;;;;France continentale;;;;06/11/2014;06/11/2014;déc-17;30;;;;;;;;;;;;;Combustion;;;;399;399;0;0;0;;;;;;;;;;;0;0
Poste;22786;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Betterave;;;industrielle;;;amont et combustion;;;Statistiques territoriales > Agriculture > Consommation de carburant;;;;kgCO2e/ha;kgCO2e/ha;;ADEME;;;;;France continentale;;;;06/11/2014;06/11/2014;déc-17;30;;;;;;;;;;;;;Amont;;;;42,1;42,1;0;0;0;;;;;;;;;;;0;0
Elément;22772;élément non décomposé;Données source;Valide générique;Betterave;;;industrielle;;;consommation de carburant annuelle pour la culture;;;Statistiques territoriales > Agriculture > Consommation de carburant;;;;litre / ha;litre / ha;;ADEME;;;;;France continentale;;;;06/11/2014;06/11/2014;déc-17;30;;;;;;;;;;;;;;;;;150;;;;;;;;;;;;;;;;
Elément;22805;élément décomposé par gaz;Facteur d'émission;Valide générique;Betterave;;;industrielle;;;fabrication engins;;;Statistiques territoriales > Agriculture > Fabrication d'engin / ha;;;;kgCO2e/ha;kgCO2e/ha;;ADEME;;;;;France continentale;;;;06/11/2014;06/11/2014;déc-17;50;;;;;;;;;;;;;;;;;128;128;0;0;0;;;;;;;;;;;0;0
Elément;33289;élément non décomposé;Facteur d'émission;Valide générique;Betterave rouge;Beetroot;;crue;raw;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes;légumineuses et oléagineux,légumes crus,Betterave rouge,Agribalyse,fruits,légumes;legumes and oilseeds,raw vegetables,Agribalyse,Beetroot,fruits,vegetables;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;0,249;;;;;;;;;;;;;;;;
Elément;33345;élément non décomposé;Facteur d'émission;Valide générique;Betterave rouge;Beetroot;;cuite;cooked;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes;légumineuses et oléagineux,Betterave rouge,légumes cuits,Agribalyse,fruits,légumes;legumes and oilseeds,cooked vegetables,Agribalyse,Beetroot,fruits,vegetables;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;0,872;;;;;;;;;;;;;;;;
Elément;28456;élément non décomposé;Facteur d'émission;Valide générique;Betteraves;Sugar beets;;de l'association de cultures, biologique, système n ° 2;of the association of cultures, organic, system n ° 2;;Sortie de ferme;At farm gate;;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules;Agribalyse,Betteraves,Agriculture,Racines et tubercules;Sugar beets,Agribalyse,Agricultural,Roots and tubers;;kgCO2e/kg;kgCO2e/kg;;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/12/2020;04/12/2020;31/12/2023;;;5;;4;;;;;;;;;;;;;0,0286;;;;;;;;;;;;;;;;
Elément;32566;élément non décomposé;Facteur d'émission;Valide générique;Beurre;Butter;;;;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Matières grasses > Beurres;beurre;butter;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;Beurre;Butter;;;;;;15,5;;;;;;;;;;;;;;;;
Elément;33122;élément non décomposé;Facteur d'émission;Valide générique;Beurre de cacahuète ou Pâte d'arachide;Peanut butter or peanut paste;;;;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits à coque et graines oléagineuses;légumineuses et oléagineux,Beurre de cacahuète ou Pâte d'arachide,Agribalyse,fruits,légumes;legumes and oilseeds,Peanut butter or peanut paste,Agribalyse,,fruits,vegetables;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;3,31;;;;;;;;;;;;;;;;
Elément;33209;élément non décomposé;Facteur d'émission;Valide générique;Beurre de cacao;Cocoa butter;;;;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Matières grasses > Huiles et graisses végétales;Agribalyse,Beurre de cacao,matières grasses;Agribalyse,,fat,Cocoa butter;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;26,6;;;;;;;;;;;;;;;;
Elément;33232;élément non décomposé;Facteur d'émission;Valide générique;Bicarbonate de soude;Sodium bicarbonate;;;;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Ingrédients divers;Agribalyse,aides culinaires et ingrédients divers,Bicarbonate de soude;Agribalyse,,cooking aids and various ingredients,Sodium bicarbonate;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;;;;;;;;1,19;;;;;;;;;;;;;;;;
Elément;32567;élément non décomposé;Facteur d'émission;Valide générique;Bière;Beer;;;;;;;;Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons alcoolisées;Bière;Beer;;kgCO2e/kg de poids net;kgCO2e/kg (net weight);;AGRIBALYSE;;AGRIBALYSE;https://app.agribalyse.fr/;https://ecolab.gitbook.io/documentation-agribalyse/;France continentale;;;;04/03/2021;04/03/2021;31/12/2023;;;5;;4;;;;;;Bière de tout type : brune, blonde, etc.;Beer of all types: brown, blonde, etc.;;;;;;1,09;;;;;;;;;;;;;;;;
Elément;14245;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario maximum;with land-use/land-cover change, maximum scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/kWh PCI;kgCO2e/kWh ICV;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;;;;;0,78;0,727;3,19E-03;0;0,0498;;0;;0;;0;;0;;0;0;-0,252
Poste;14245;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario maximum;with land-use/land-cover change, maximum scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/kWh PCI;kgCO2e/kWh ICV;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;Amont;;;;0,78;0,727;3,19E-03;0;0,0498;;;;;;;;;;;0;-0,251503796
Elément;14246;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario maximum;with land-use/land-cover change, maximum scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/litre;kgCO2e/liter;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;;;;;7,17;6,68;0,0293;0;0,458;;0;;0;;0;;0;;0;0;-2,31
Poste;14246;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario maximum;with land-use/land-cover change, maximum scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/litre;kgCO2e/liter;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;Amont;;;;7,17;6,68;0,0293;0;0,458;;;;;;;;;;;0;-2,313040781
Elément;14248;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario maximum;with land-use/land-cover change, maximum scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/tep PCI;kgCO2e/toe ICV;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;;;;;9068;8452;37,1;0;579;;0;;0;;0;;0;;0;0;-2924
Poste;14248;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario maximum;with land-use/land-cover change, maximum scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/tep PCI;kgCO2e/toe ICV;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;Amont;;;;9068;8452;37,1;0;579;;;;;;;;;;;0;-2924,48614
Elément;14249;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario maximum;with land-use/land-cover change, maximum scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/tonne;kgCO2e/ton;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;;;;;8058;7511;32,9;0;514;;0;;0;;0;;0;;0;0;-2599
Poste;14249;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario maximum;with land-use/land-cover change, maximum scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/tonne;kgCO2e/ton;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;Amont;;;;8058;7511;32,9;0;514;;;;;;;;;;;0;-2598,922226
Elément;14250;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario optimiste;with land-use/land-cover change, optimistic scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/kWh PCI;kgCO2e/kWh ICV;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;;;;;0,0471;-5,85E-03;3,19E-03;0;0,0498;;0;;0;;0;;0;;0;0;-0,252
Poste;14250;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario optimiste;with land-use/land-cover change, optimistic scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/kWh PCI;kgCO2e/kWh ICV;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;Amont;;;;0,0471;-5,85E-03;3,19E-03;0;0,0498;;;;;;;;;;;0;-0,251503796
Elément;14251;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario optimiste;with land-use/land-cover change, optimistic scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/litre;kgCO2e/liter;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;;;;;0,434;-0,0538;0,0293;0;0,458;;0;;0;;0;;0;;0;0;-2,31
Poste;14251;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario optimiste;with land-use/land-cover change, optimistic scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/litre;kgCO2e/liter;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;Amont;;;;0,434;-0,0538;0,0293;0;0,458;;;;;;;;;;;0;-2,313040781
Elément;14253;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario optimiste;with land-use/land-cover change, optimistic scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/tep PCI;kgCO2e/toe ICV;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;;;;;548;-68,1;37,1;0;579;;0;;0;;0;;0;;0;0;-2924
Poste;14253;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario optimiste;with land-use/land-cover change, optimistic scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/tep PCI;kgCO2e/toe ICV;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;Amont;;;;548;-68,1;37,1;0;579;;;;;;;;;;;0;-2924,48614
Elément;14254;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario optimiste;with land-use/land-cover change, optimistic scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/tonne;kgCO2e/ton;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;;;;;486;-60,5;32,9;0;514;;0;;0;;0;;0;;0;0;-2599
Poste;14254;élément décomposé par poste et par gaz;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;changement d'affectation des sols scénario optimiste;with land-use/land-cover change, optimistic scenario;;;;;Combustibles > Organiques > Liquides;;;;kgCO2e/tonne;kgCO2e/ton;;ADEME;;;;;France continentale;;;;20/10/2014;20/10/2014;déc-17;20;;;;;;;;;;;;;Amont;;;;486;-60,5;32,9;0;514;;;;;;;;;;;0;-2598,922226
Elément;34429;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière Colza;Rapeseed sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/MJ PCI;kgCO2e/MJ ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;0,0373;;;;;;;;;;;;;;;;
Poste;34429;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière Colza;Rapeseed sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/MJ PCI;kgCO2e/MJ ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;0,0373;;;;;;;;;;;;;;;;
Elément;34436;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière Colza;Rapeseed sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/KWh PCI;kgCO2e/KWh ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;0,134;;;;;;;;;;;;;;;;
Poste;34436;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière Colza;Rapeseed sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/KWh PCI;kgCO2e/KWh ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;0,134;;;;;;;;;;;;;;;;
Elément;34443;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière Colza;Rapeseed sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/TEP PCI;kgCO2e/TOe ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;1567;;;;;;;;;;;;;;;;
Poste;34443;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière Colza;Rapeseed sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/TEP PCI;kgCO2e/TOe ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;1567;;;;;;;;;;;;;;;;
Elément;34450;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière Colza;Rapeseed sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/Litre;kgCO2e/liter;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;1,23;;;;;;;;;;;;;;;;
Poste;34450;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière Colza;Rapeseed sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/Litre;kgCO2e/liter;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;1,23;;;;;;;;;;;;;;;;
Elément;34434;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMGA;EMGA sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/MJ PCI;kgCO2e/MJ ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;8,40E-03;;;;;;;;;;;;;;;;
Poste;34434;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMGA;EMGA sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/MJ PCI;kgCO2e/MJ ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;8,40E-03;;;;;;;;;;;;;;;;
Elément;34441;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMGA;EMGA sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/KWh PCI;kgCO2e/KWh ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;0,0302;;;;;;;;;;;;;;;;
Poste;34441;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMGA;EMGA sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/KWh PCI;kgCO2e/KWh ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;0,0302;;;;;;;;;;;;;;;;
Elément;34448;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMGA;EMGA sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/TEP PCI;kgCO2e/TOe ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;353;;;;;;;;;;;;;;;;
Poste;34448;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMGA;EMGA sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/TEP PCI;kgCO2e/TOe ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;353;;;;;;;;;;;;;;;;
Elément;34455;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMGA;EMGA sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/Litre;kgCO2e/liter;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;0,278;;;;;;;;;;;;;;;;
Poste;34455;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMGA;EMGA sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/Litre;kgCO2e/liter;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;0,278;;;;;;;;;;;;;;;;
Elément;34433;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMHAU;EMHAU sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/MJ PCI;kgCO2e/MJ ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;8,70E-03;;;;;;;;;;;;;;;;
Poste;34433;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMHAU;EMHAU sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/MJ PCI;kgCO2e/MJ ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;8,70E-03;;;;;;;;;;;;;;;;
Elément;34440;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMHAU;EMHAU sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/KWh PCI;kgCO2e/KWh ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;0,0313;;;;;;;;;;;;;;;;
Poste;34440;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMHAU;EMHAU sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/KWh PCI;kgCO2e/KWh ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;0,0313;;;;;;;;;;;;;;;;
Elément;34447;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMHAU;EMHAU sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/TEP PCI;kgCO2e/TOe ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;365;;;;;;;;;;;;;;;;
Poste;34447;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMHAU;EMHAU sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/TEP PCI;kgCO2e/TOe ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;365;;;;;;;;;;;;;;;;
Elément;34454;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMHAU;EMHAU sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/Litre;kgCO2e/liter;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;0,288;;;;;;;;;;;;;;;;
Poste;34454;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière EMHAU;EMHAU sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/Litre;kgCO2e/liter;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;0,288;;;;;;;;;;;;;;;;
Elément;34435;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière HVP;HVP sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/MJ PCI;kgCO2e/MJ ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;0,0318;;;;;;;;;;;;;;;;
Poste;34435;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière HVP;HVP sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/MJ PCI;kgCO2e/MJ ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;0,0318;;;;;;;;;;;;;;;;
Elément;34442;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière HVP;HVP sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/KWh PCI;kgCO2e/KWh ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;0,114;;;;;;;;;;;;;;;;
Poste;34442;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière HVP;HVP sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/KWh PCI;kgCO2e/KWh ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;Amont;;;;0,114;;;;;;;;;;;;;;;;
Elément;34449;élément décomposé par poste;Facteur d'émission;Valide générique;Biodiesel;Biodiesel;;Filière HVP;HVP sector;;sans changement d'affectation des sols;without land-use/land-cover change;;Combustibles > Organiques > Liquides;;;;kgCO2e/TEP PCI;kgCO2e/TOe ICV;;ADEME;;;;;France continentale;;;;04/03/2021;04/03/2021;01/12/2024;20;;;;;;;;;;;;;;;;;1336;;;;;;;;;;;;;;;;
